交易日期,股票代码,股票名称,开盘价,收盘价,最高价,最低价,成交量,成交额
2024-04-05,300750,宁德时代,757.39,761.03,771.04,749.86,1618991,123209.61
2024-04-08,300750,宁德时代,758.0,757.76,760.61,750.23,3931657,297923.73
2024-04-09,300750,宁德时代,744.47,760.75,764.71,742.31,7448227,566621.13
2024-04-10,300750,宁德时代,739.56,744.8,750.76,733.07,9422188,701764.02
2024-04-11,300750,宁德时代,758.68,766.27,773.81,748.52,2664527,204174.87
2024-04-12,300750,宁德时代,757.56,754.29,766.99,750.75,3496859,263764.7
2024-04-15,300750,宁德时代,767.55,783.98,784.97,765.46,8386772,657506.7
2024-04-16,300750,宁德时代,772.82,743.12,776.33,741.24,123439,9173.01
2024-04-17,300750,宁德时代,759.01,769.81,774.13,757.87,7070385,544285.03
2024-04-18,300750,宁德时代,766.81,765.92,778.71,753.56,9455643,724222.17
2024-04-19,300750,宁德时代,760.03,760.85,771.1,745.57,7648352,581923.01
2024-04-22,300750,宁德时代,772.34,773.58,774.65,762.57,3355298,259558.38
2024-04-23,300750,宁德时代,769.92,761.01,773.79,753.06,158791,12084.22
2024-04-24,300750,宁德时代,764.43,736.52,766.32,736.2,2570394,189314.31
2024-04-25,300750,宁德时代,728.19,729.06,742.36,718.27,1140062,83117.25
2024-04-26,300750,宁德时代,726.78,713.86,729.25,713.86,6792666,484900.38
2024-04-29,300750,宁德时代,711.04,703.65,718.34,697.72,1027028,72267.1
2024-04-30,300750,宁德时代,704.93,694.64,712.42,692.86,9725243,675556.61
2024-01-02,000333,美的集团,829.92,828.12,839.55,814.88,6905528,571857.39
2024-01-03,000333,美的集团,822.08,831.27,837.94,808.68,7170831,596087.62
2024-01-04,000333,美的集团,812.88,834.79,836.22,809.28,3122488,260662.62
2024-01-05,000333,美的集团,867.55,861.89,869.62,852.64,6066451,522861.44
2024-01-08,000333,美的集团,858.72,849.02,868.83,843.74,9014590,765354.4
2024-01-09,000333,美的集团,843.56,838.21,854.63,836.19,2769086,232107.56
2024-01-10,000333,美的集团,813.57,814.19,815.9,809.05,7240440,589512.74
2024-01-11,000333,美的集团,800.04,797.26,805.67,791.11,7353504,586266.1
2024-01-12,000333,美的集团,783.63,796.63,816.36,780.05,8973556,714857.54
2024-01-15,000333,美的集团,800.65,773.36,810.4,768.75,9036537,698853.73
2024-01-16,000333,美的集团,751.44,768.92,770.96,750.2,1539977,118412.36
2024-01-17,000333,美的集团,765.97,777.35,784.17,758.42,875128,68027.96
2024-01-18,000333,美的集团,793.06,797.52,804.41,789.52,9566789,762971.26
2024-01-19,000333,美的集团,796.64,783.1,798.43,774.69,7095844,555678.31
2024-01-22,000333,美的集团,761.65,767.31,769.29,748.26,3559633,273135.5
2024-01-23,000333,美的集团,773.29,772.52,774.83,766.77,8494828,656242.37
2024-01-24,000333,美的集团,778.5,788.15,794.03,771.97,8838314,696595.79
2024-01-25,000333,美的集团,778.71,774.75,785.51,764.61,8320402,644627.18
2024-01-26,000333,美的集团,779.52,764.8,779.91,747.11,5116297,391294.87
2024-01-29,000333,美的集团,757.43,753.71,759.69,750.3,748431,56410.18
2024-01-30,000333,美的集团,774.94,773.98,775.62,773.72,2084540,161338.7
2024-01-31,000333,美的集团,773.89,776.13,787.26,765.23,915982,71092.29
2024-02-01,000333,美的集团,763.92,774.11,787.51,759.8,1967540,152309.44
2024-02-02,000333,美的集团,766.09,780.0,780.13,762.03,4544787,354494.31
2024-02-05,000333,美的集团,795.11,784.32,799.63,771.96,2248191,176330.77
2024-02-06,000333,美的集团,773.95,776.11,780.47,772.41,6797777,527583.0
2024-02-07,000333,美的集团,771.15,759.54,783.04,752.63,9761399,741417.82
2024-02-08,000333,美的集团,789.9,774.03,796.63,766.55,1597488,123650.77
2024-02-09,000333,美的集团,782.74,773.7,785.69,751.74,8487903,656712.97
2024-02-12,000333,美的集团,745.72,750.8,763.78,736.41,5891427,442328.73
2024-02-13,000333,美的集团,740.59,750.79,761.06,736.28,7272906,546044.75
2024-02-14,000333,美的集团,732.29,736.71,749.76,729.78,4868585,358673.47
2024-02-15,000333,美的集团,736.96,753.06,762.74,726.82,7874296,592981.74
2024-02-16,000333,美的集团,737.14,728.39,748.36,714.17,4918529,358260.98
2024-02-19,000333,美的集团,717.31,712.98,718.53,708.31,7697189,548793.89
2024-02-20,000333,美的集团,740.28,758.69,759.13,728.87,5691845,431837.17
2024-02-21,000333,美的集团,784.78,776.11,788.17,772.91,7743064,600945.24
2024-02-22,000333,美的集团,758.73,755.66,764.27,747.39,2886376,218112.87
2024-02-23,000333,美的集团,763.15,759.01,764.51,733.39,9161418,695360.28
2024-02-26,000333,美的集团,750.41,746.26,760.08,745.66,3435430,256374.07
2024-02-27,000333,美的集团,739.26,747.67,750.46,733.42,8197186,612878.27
2024-02-28,000333,美的集团,718.43,706.68,731.51,704.27,1491819,105424.15
2024-02-29,000333,美的集团,710.96,716.15,728.16,703.88,4707741,337145.55
2024-03-01,000333,美的集团,710.34,702.13,714.8,691.39,1682904,118162.33
2024-03-04,000333,美的集团,706.38,708.44,716.14,699.42,590167,41809.96
2024-03-05,000333,美的集团,716.51,686.77,735.96,676.45,9186658,630909.02
2024-03-06,000333,美的集团,705.93,695.06,714.23,682.14,885345,61536.71
2024-03-07,000333,美的集团,720.1,712.48,728.12,710.61,7399258,527184.53
2024-03-08,000333,美的集团,693.91,695.61,696.5,692.41,3799618,264304.42
2024-03-11,000333,美的集团,710.98,701.51,717.86,697.83,6516265,457122.9
2024-03-12,000333,美的集团,704.67,709.16,712.26,702.95,2593691,183933.32
2024-03-13,000333,美的集团,719.07,713.38,719.74,706.8,376016,26824.25
2024-03-14,000333,美的集团,703.54,700.33,707.91,681.21,4234667,296564.8
2024-03-15,000333,美的集团,696.42,690.95,700.33,687.28,3261663,225363.58
2024-03-18,000333,美的集团,681.91,698.34,701.65,667.42,6171436,430973.94
2024-03-19,000333,美的集团,703.58,711.85,716.89,698.13,4979177,354444.17
2024-03-20,000333,美的集团,739.98,728.8,741.4,715.81,9196460,670242.21
2024-03-21,000333,美的集团,698.33,702.57,706.25,694.43,1901952,133625.0
2024-03-22,000333,美的集团,718.22,729.39,748.51,715.21,7132905,520266.25
2024-03-25,000333,美的集团,732.27,730.1,733.88,729.83,1017629,74296.85
2024-03-26,000333,美的集团,737.04,759.53,763.22,734.09,6937888,526950.61
2024-03-27,000333,美的集团,785.09,785.51,791.18,768.01,1645805,129278.88
2024-03-28,000333,美的集团,798.64,808.82,822.82,793.99,6706140,542405.9
2024-03-29,000333,美的集团,831.71,827.53,846.01,824.82,1571274,130028.21
2024-04-01,000333,美的集团,829.87,825.04,830.25,820.65,6224341,513531.93
2024-04-02,000333,美的集团,862.42,852.97,869.14,846.77,9938070,847691.19
2024-04-03,000333,美的集团,848.38,849.87,851.28,844.06,8953552,760932.93
2024-04-04,000333,美的集团,800.77,824.62,829.63,791.84,2602632,214618.88
2024-04-05,000333,美的集团,837.45,845.6,850.49,835.72,824568,69725.35
2024-04-08,000333,美的集团,846.94,847.49,853.54,836.26,659168,55863.58
2024-04-09,000333,美的集团,854.63,846.04,861.68,837.48,2712902,229521.22
2024-04-10,000333,美的集团,841.82,858.8,870.69,839.7,4958355,425821.78
2024-04-11,000333,美的集团,849.2,850.08,855.9,841.68,2919672,248195.51
2024-04-12,000333,美的集团,893.41,899.37,901.54,886.16,4625931,416041.37
2024-04-15,000333,美的集团,884.31,881.3,890.05,877.31,4424842,389963.35
2024-04-16,000333,美的集团,905.96,890.33,916.01,888.22,7653193,681385.42
2024-04-17,000333,美的集团,863.09,862.98,871.51,857.93,132799,11460.25
2024-04-18,000333,美的集团,873.73,874.45,876.46,871.89,3379115,295486.13
2024-04-19,000333,美的集团,851.56,855.73,860.23,845.31,4627228,395967.68
2024-04-22,000333,美的集团,870.68,883.94,890.38,860.76,3282825,290183.09
2024-04-23,000333,美的集团,914.49,907.65,916.56,904.35,3088731,280347.3
2024-04-24,000333,美的集团,911.97,912.45,919.09,910.6,7144392,651890.87
2024-04-25,000333,美的集团,895.86,900.97,906.11,888.96,2054201,185077.17
2024-04-26,000333,美的集团,929.05,935.8,943.52,921.38,1648160,154235.42
2024-04-29,000333,美的集团,926.28,940.33,941.11,920.8,7410986,696876.57
2024-04-30,000333,美的集团,941.01,934.42,950.4,931.26,9011707,842070.91
